,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,0.02887156863811069,0.02068551814979864,1.395738237139397,0.16279333529557705
1,Burnout,~,Effort,0.008440536148198117,0.002932789949615283,2.877988635506385,0.0040021955672926435
2,Burnout,~,Policy_influence,0.009969848442651048,0.06431687601956881,0.15501139140313105,0.8768123368175038
3,Burnout,~,Teaching_percent,0.001137523669876822,0.005200357872710976,0.2187394978386526,0.8268529791316921
4,Burnout,~,Research_percent,-0.01170108663808912,0.0054077323347417276,-2.1637695639542396,0.030482039117828208
5,Burnout,~,Academic_Resources,-0.17845798863140247,0.11467946341991368,-1.5561460030240926,0.11967337797438637
6,Burnout,~,Perceived_Autonomy,-0.295859413122039,0.09934141388767422,-2.9782081967706877,0.0028993896365470118
7,Burnout,~,Salary_mod_Age,-0.002131855721127883,0.002291865453632913,-0.930183626974447,0.35227601770562655
8,Burnout,~,Effort_mod_Age,6.928104163330155e-06,0.00021747313533175045,0.031857287204252606,0.9745858612088023
9,Burnout,~,Policy_influence_mod_Age,-0.0012899508866684335,0.006514968842542419,-0.1979980131366279,0.8430466182461644
10,Burnout,~,Teaching_percent_mod_Age,0.00019281882157047358,0.0004040257677161622,0.47724387031841387,0.6331884749726786
11,Burnout,~,Research_percent_mod_Age,0.0012071581500052173,0.0005290104114680442,2.2819175607023383,0.022494207865191074
12,Burnout,~,Academic_Resources_mod_Age,0.010759472863060629,0.010861845306825749,0.99057504117727,0.32189312999676933
13,Burnout,~,Perceived_Autonomy_mod_Age,-0.019121576094647184,0.009470051889516194,-2.0191627581044758,0.04347030572219013
14,Job_satisfaction,~,Burnout,-0.15905196600247892,0.06464350140440812,-2.4604478802129446,0.01387637253933205
15,Job_satisfaction,~,Salary,0.01618753102018213,0.014125676537188712,1.1459650075109111,0.25180963112947796
16,Job_satisfaction,~,Effort,-0.0005241525415909278,0.0020789665508887055,-0.25212168089705156,0.8009470122234092
17,Job_satisfaction,~,Policy_influence,0.08836082429091399,0.03835861110629036,2.3035459767760025,0.021248143423699073
18,Job_satisfaction,~,Teaching_percent,0.003948139356713179,0.0034395567928944353,1.1478628187566287,0.25102519946772617
19,Job_satisfaction,~,Research_percent,-0.0006555599487050644,0.0035176253009089067,-0.1863643487978416,0.8521590481642154
20,Job_satisfaction,~,Academic_Resources,0.6273859413653498,0.07392670759058173,8.486593841449421,0.0
21,Job_satisfaction,~,Perceived_Autonomy,0.2560368221643563,0.06858139506558661,3.7333277037564874,0.00018896647503363617
22,Burnout,~~,Burnout,0.40323994889465675,0.04819639233454322,8.366600265167168,0.0
23,Job_satisfaction,~~,Job_satisfaction,0.2612073485217976,0.031220249592163248,8.366600265072769,0.0
