,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,-0.04591360688271883,0.05085717127826407,-0.9027951364145007,0.3666346328969383
1,Burnout,~,Effort,0.009315123596326538,0.007386318150786673,1.261132191289825,0.20726122419607607
2,Burnout,~,Policy_influence,0.06988763496402797,0.13828360389415825,0.5053935028842198,0.6132824812844444
3,Burnout,~,Teaching_percent,-0.008166552263812337,0.009586159478808882,-0.8519107449665705,0.3942636326519653
4,Burnout,~,Research_percent,-0.022202125914279662,0.01663423633667164,-1.3347246885027357,0.18196647014272438
5,Burnout,~,Academic_Resources,0.08879367463320922,0.36916091314079796,0.24052837522130302,0.8099206685643616
6,Burnout,~,Perceived_Autonomy,-0.12404572448906503,0.27167104386968516,-0.45660267182582237,0.6479566584284209
7,Burnout,~,Salary_mod_Age,0.00438155753712629,0.004024702108914546,1.0886662956576731,0.27630106993916215
8,Burnout,~,Effort_mod_Age,-0.00020089771292274014,0.000543876662085946,-0.36938101330336603,0.7118437480942865
9,Burnout,~,Policy_influence_mod_Age,-0.01170072451794562,0.010853812220935124,-1.0780290167816724,0.2810208070460356
10,Burnout,~,Teaching_percent_mod_Age,0.0002753314940150249,0.0007206203734635016,0.38207564450284637,0.7024052567149095
11,Burnout,~,Research_percent_mod_Age,0.00032963823775725577,0.0012262561099853173,0.26881679512478507,0.7880706682790486
12,Burnout,~,Academic_Resources_mod_Age,-0.007691960735285479,0.025868981793049188,-0.2973430031581263,0.7662046536304405
13,Burnout,~,Perceived_Autonomy_mod_Age,-0.008333224914338183,0.020736144935931924,-0.4018695345582953,0.687780044809692
14,Job_satisfaction,~,Burnout,0.006564179448390387,0.11399764152279435,0.057581712749910426,0.9540818166119509
15,Job_satisfaction,~,Salary,0.05287277897871843,0.021918963978961904,2.412193342123934,0.01585687032239913
16,Job_satisfaction,~,Effort,0.0012931169634142173,0.003412959886818476,0.378884313299317,0.7047737734574362
17,Job_satisfaction,~,Policy_influence,0.18076234745824266,0.06392453372858038,2.827746045405988,0.004687697706968974
18,Job_satisfaction,~,Teaching_percent,0.011777673219111174,0.005887305325169867,2.000520198393283,0.0454441210812937
19,Job_satisfaction,~,Research_percent,0.007581204511087176,0.006879586459489939,1.1019854979113484,0.27046797638689224
20,Job_satisfaction,~,Academic_Resources,0.5413564510870215,0.12885187624694006,4.201385861431537,2.6528598782604718e-05
21,Job_satisfaction,~,Perceived_Autonomy,0.20628180989221323,0.10617766891575524,1.9427984433708092,0.05204051607272264
22,Burnout,~~,Burnout,0.26407758036428636,0.056301529307122095,4.690415759740124,2.7265046571578466e-06
23,Job_satisfaction,~~,Job_satisfaction,0.18227869136805774,0.038861947576033146,4.690415759702734,2.7265046578239804e-06
