,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,-0.07847811639234414,0.03818058183832447,-2.0554457950013436,0.03983596611579632
1,Burnout,~,Effort,0.021561847682516504,0.005108170339051094,4.221051031415063,2.4316587465156303e-05
2,Burnout,~,Policy_influence,-0.05932656686079433,0.10845699660982906,-0.5470054373133063,0.5843749966000544
3,Burnout,~,Teaching_percent,-0.011572252114269497,0.006612060635681086,-1.7501733196563924,0.08008841115237231
4,Burnout,~,Research_percent,-0.0008032351764777484,0.007992679316033521,-0.10049635980839886,0.9199502726609838
5,Burnout,~,Academic_Resources,-0.19252301520999318,0.1600413010705554,-1.2029583233887546,0.22899244875169456
6,Burnout,~,Perceived_Autonomy,0.02101150382890187,0.16666182953369238,0.12607268195461702,0.8996743915462451
7,Burnout,~,Salary_mod_Age,-0.005400273538124713,0.0029874892544206996,-1.8076294427925044,0.0706641926358691
8,Burnout,~,Effort_mod_Age,0.001060898115809194,0.00030916686858752443,3.431474133126209,0.0006003103772778129
9,Burnout,~,Policy_influence_mod_Age,-0.009693171640291775,0.009758711521764912,-0.9932839614819797,0.320571591324446
10,Burnout,~,Teaching_percent_mod_Age,-0.0008246591599936857,0.0004608251150595723,-1.789527374387032,0.07352992293959248
11,Burnout,~,Research_percent_mod_Age,-9.870600377715425e-05,0.0005442702332768021,-0.18135477114288576,0.8560891175426908
12,Burnout,~,Academic_Resources_mod_Age,-0.014211073685450578,0.012617029388379991,-1.1263406977091077,0.26002133760832447
13,Burnout,~,Perceived_Autonomy_mod_Age,0.013329960097726133,0.01252724636327127,1.064077428519668,0.2872936250342981
14,Job_satisfaction,~,Burnout,-0.07897675497064813,0.10910717270701326,-0.7238456740328288,0.46916048523363285
15,Job_satisfaction,~,Salary,0.05167152842878703,0.02788238964987554,1.85319583707792,0.0638542941447493
16,Job_satisfaction,~,Effort,0.00461739146039322,0.0033587048977564778,1.374753543278767,0.16920786527918374
17,Job_satisfaction,~,Policy_influence,-0.05792224979443965,0.07100185340256814,-0.815785039655441,0.41462309114042917
18,Job_satisfaction,~,Teaching_percent,-0.0010096972289059764,0.004214921280832352,-0.239553045333988,0.8106767692871024
19,Job_satisfaction,~,Research_percent,-0.003730313552963312,0.004620725767824317,-0.8073003548774635,0.41949345961348783
20,Job_satisfaction,~,Academic_Resources,0.3258839987363181,0.10072418312448679,3.235409696302197,0.0012146830141064324
21,Job_satisfaction,~,Perceived_Autonomy,0.3442882194072796,0.09271172224273658,3.7135349346887905,0.00020438423624358215
22,Burnout,~~,Burnout,0.25459780800017173,0.04243296800002865,5.999999999858597,1.973175400848959e-09
23,Job_satisfaction,~~,Job_satisfaction,0.29057788832479675,0.04842964805413281,5.999999999876107,1.973175400848959e-09
