,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,0.15607744413820446,0.12773286330659148,1.2219051549980278,0.22174349581387776
1,Burnout,~,Effort,-0.015122044159610324,0.02691286349024365,-0.5618890819451606,0.5741915928972068
2,Burnout,~,Policy_influence,-0.7467096903842394,0.7408123444174595,-1.007960647538088,0.31347335454313807
3,Burnout,~,Teaching_percent,-0.01939362695511496,0.01939803502572019,-0.9997727567973169,0.31742049276294537
4,Burnout,~,Research_percent,-0.040815017009762394,0.052563231251814196,-0.7764936826933978,0.4374575493922721
5,Burnout,~,Academic_Resources,-3.032910323778036,1.1930826871530629,-2.5420788990012357,0.011019529560842178
6,Burnout,~,Perceived_Autonomy,1.3811496896666795,1.0288663621807128,1.3423994995209574,0.1794664969200359
7,Burnout,~,Salary_mod_Age,-0.0037959511582130153,0.002871663335924329,-1.3218649656469261,0.18621312044522753
8,Burnout,~,Effort_mod_Age,0.00011023318543135567,0.0005460401852042262,0.20187742260809904,0.8400125528236686
9,Burnout,~,Policy_influence_mod_Age,0.014277104364799882,0.016892170291828493,0.8451906485255583,0.39800440269413784
10,Burnout,~,Teaching_percent_mod_Age,-0.00024068519177468785,0.00041294259451591725,-0.5828538745778538,0.5599916737817523
11,Burnout,~,Research_percent_mod_Age,0.0009668430590540107,0.0012462097158624722,0.7758269302282358,0.4378511808518071
12,Burnout,~,Academic_Resources_mod_Age,0.0648136084901253,0.028930422846316785,2.240327036773214,0.025069699245968025
13,Burnout,~,Perceived_Autonomy_mod_Age,-0.03893299102737264,0.02298555756244174,-1.6938023330482577,0.0903028506320398
14,Job_satisfaction,~,Burnout,0.5695949324522194,0.22270154491767824,2.5576604448802223,0.010537893307867696
15,Job_satisfaction,~,Salary,-0.0026828537911377467,0.015190860600203707,-0.17660973012451714,0.8598149506985167
16,Job_satisfaction,~,Effort,-0.0014194983718094332,0.0049001571382222,-0.2896842553165039,0.7720578025417186
17,Job_satisfaction,~,Policy_influence,0.2805203564870374,0.10849861141493304,2.585474162537005,0.009724516095057867
18,Job_satisfaction,~,Teaching_percent,0.005811863676839959,0.007836162721113904,0.7416721529325434,0.4582859957280494
19,Job_satisfaction,~,Research_percent,-0.002737424732611399,0.006111295315090524,-0.44792872722154187,0.6542046351150235
20,Job_satisfaction,~,Academic_Resources,0.6482465264686877,0.16047323271969038,4.039592868406813,5.354406421487212e-05
21,Job_satisfaction,~,Perceived_Autonomy,0.6087770444537282,0.12433527416972928,4.8962536859636,9.76809496178177e-07
22,Burnout,~~,Burnout,0.10336544544775916,0.031165854439833822,3.3166247902489303,0.0009111188775008383
23,Job_satisfaction,~~,Job_satisfaction,0.1597525757089857,0.04816721390177724,3.316624790286545,0.0009111188773782697
