,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,0.030321061977271677,0.03768778511706548,0.8045328713874833,0.4210892930998704
1,Burnout,~,Effort,0.010565216411445784,0.014848166263495235,0.7115502495893522,0.47674332377561246
2,Burnout,~,Policy_influence,-0.018265647877426787,0.41985055095587026,-0.04350511827553408,0.965298884596947
3,Burnout,~,Teaching_percent,0.005298820568126497,0.020995843479894215,0.25237474136003707,0.8007514218561678
4,Burnout,~,Research_percent,0.011000748990160016,0.03723301201275562,0.2954568646258279,0.7676448992759866
5,Burnout,~,Academic_Resources,-0.6240811924774468,0.5166081444881427,-1.2080359149091247,0.22703344800310465
6,Burnout,~,Perceived_Autonomy,-0.4120610646399041,0.5420890488656526,-0.7601353790514707,0.4471736669126549
7,Burnout,~,Salary_mod_Age,-0.0004030573085001439,0.000708916894386106,-0.5685536783273051,0.5696590679051237
8,Burnout,~,Effort_mod_Age,-0.00016914151458409808,0.0002744940412557938,-0.6161937548592751,0.5377666497190352
9,Burnout,~,Policy_influence_mod_Age,0.0008954200781259514,0.008077117520724425,0.11085886465284259,0.9117282657239101
10,Burnout,~,Teaching_percent_mod_Age,-0.00014158062355927286,0.00040272943407103774,-0.35155270817068374,0.7251737371879761
11,Burnout,~,Research_percent_mod_Age,-0.00037767726710986595,0.0006890302486774202,-0.5481287175514881,0.5836035231743419
12,Burnout,~,Academic_Resources_mod_Age,0.01037604058295792,0.010057419600931003,1.0316801917030232,0.30222195980194555
13,Burnout,~,Perceived_Autonomy_mod_Age,-0.0013176106467136309,0.010146720513302615,-0.1298558134972135,0.8966805039163928
14,Job_satisfaction,~,Burnout,-0.07687998149844393,0.055128796389149845,-1.3945521493768813,0.1631509332143386
15,Job_satisfaction,~,Salary,0.0005802583122944019,0.003829105255801244,0.1515388774606676,0.8795506451533515
16,Job_satisfaction,~,Effort,-0.0010551713720932613,0.0020905421655817383,-0.5047357517875758,0.6137444467240425
17,Job_satisfaction,~,Policy_influence,0.0384431793401526,0.039826726639894595,0.9652608331782571,0.3344141840784154
18,Job_satisfaction,~,Teaching_percent,-0.005723860853345962,0.0023843555301765328,-2.400590339193916,0.016368649834763493
19,Job_satisfaction,~,Research_percent,-0.0050252381252727674,0.003668563624363373,-1.369810813837259,0.17074596553485932
20,Job_satisfaction,~,Academic_Resources,0.3547832050807794,0.06259488724687481,5.667926258511229,1.4453614083365096e-08
21,Job_satisfaction,~,Perceived_Autonomy,0.43791101789721887,0.05891223065304315,7.433278506611174,1.0591527654923993e-13
22,Burnout,~~,Burnout,0.5360846272063714,0.06430443863161028,8.33666600013689,0.0
23,Job_satisfaction,~~,Job_satisfaction,0.2351399216258646,0.02820551064638391,8.33666599997097,0.0
