,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,-0.07884484261846171,0.07508586444631775,-1.0500623945507261,0.2936894269057111
1,Burnout,~,Effort,0.01827980974689327,0.02017910751910822,0.905878009157624,0.3650004251509844
2,Burnout,~,Policy_influence,-0.14706734463017576,0.5733878253312925,-0.2564884326676217,0.7975737111765493
3,Burnout,~,Teaching_percent,0.057149844001640894,0.0359270390516296,1.5907195668956178,0.1116727013708414
4,Burnout,~,Research_percent,0.013078710355292563,0.024491254557381676,0.5340155329371079,0.5933307874707867
5,Burnout,~,Academic_Resources,-0.38932195839613476,0.6402129653770265,-0.6081132052148488,0.5431123946272092
6,Burnout,~,Perceived_Autonomy,-0.5703284885965847,0.5119906490530046,-1.1139431738653232,0.2653035660554457
7,Burnout,~,Salary_mod_Age,0.0012840441041905082,0.002000936858989336,0.6417214505196089,0.5210540590084485
8,Burnout,~,Effort_mod_Age,-0.0003605894225825663,0.0005358945189349647,-0.6728738756767411,0.5010275335342116
9,Burnout,~,Policy_influence_mod_Age,-1.3372206314292643e-05,0.016263999814950445,-0.0008221966592239038,0.9993439820535737
10,Burnout,~,Teaching_percent_mod_Age,-0.0016014908039675888,0.0009773234487867534,-1.6386497267788114,0.10128622971357815
11,Burnout,~,Research_percent_mod_Age,-0.0004533972134962579,0.0006684361790434049,-0.6782954409601476,0.49758438874126476
12,Burnout,~,Academic_Resources_mod_Age,0.005882295137968603,0.018115912406978896,0.3247032225314707,0.7454056954822685
13,Burnout,~,Perceived_Autonomy_mod_Age,0.01089078914403804,0.013683029505610428,0.7959340538421389,0.4260703666551038
14,Job_satisfaction,~,Burnout,-0.18305488063435676,0.07229147037893344,-2.532178134879504,0.011335638695063155
15,Job_satisfaction,~,Salary,0.015113291066530476,0.009818642306002191,1.539244489612621,0.12374462007157683
16,Job_satisfaction,~,Effort,0.0010613763769409905,0.003058907825219465,0.3469788686809685,0.7286071940654044
17,Job_satisfaction,~,Policy_influence,0.0032128302598726077,0.06474314529669559,0.04962425358081826,0.9604218188768812
18,Job_satisfaction,~,Teaching_percent,0.002198226495785507,0.0036471452065734798,0.6027252469193658,0.5466914832012191
19,Job_satisfaction,~,Research_percent,0.003965383946358762,0.0028320966742174554,1.4001583989198707,0.1614658903890609
20,Job_satisfaction,~,Academic_Resources,0.22821706203448427,0.09141358357320334,2.496533371861887,0.012541386746928174
21,Job_satisfaction,~,Perceived_Autonomy,0.2998429069804568,0.07446138607177773,4.026824140600789,5.653528399340857e-05
22,Burnout,~~,Burnout,0.4725830271326212,0.061787437875435475,7.64852927026539,2.042810365310288e-14
23,Job_satisfaction,~~,Job_satisfaction,0.30275352505067477,0.03958323415493314,7.648529270195953,2.042810365310288e-14
