,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,-0.01843104686146471,0.01122422516660307,-1.6420774339651505,0.10057395761806842
1,Burnout,~,Effort,0.0037071232701634546,0.0026954909794126916,1.375305388555178,0.16903678663586708
2,Burnout,~,Policy_influence,-0.0668641053536269,0.07441824119145345,-0.8984908038972493,0.3689239457292981
3,Burnout,~,Teaching_percent,0.00023775490473366983,0.004676775880291164,0.05083735264817318,0.9594551262364399
4,Burnout,~,Research_percent,0.0008713699545128073,0.0032412490695061954,0.2688377028602504,0.7880545783458237
5,Burnout,~,Academic_Resources,-0.04609950205704178,0.09321745680993487,-0.49453722118316873,0.6209268262444116
6,Burnout,~,Perceived_Autonomy,-0.347320450142821,0.0740606075967172,-4.6896786484577335,2.7363444228267753e-06
7,Burnout,~,Current_position_3.0,0.6010060243063156,0.9011268521713264,0.6669494121249231,0.5048044471752742
8,Burnout,~,Current_position_4.0,1.5134983730271983,1.8544524213472382,0.8161430056678634,0.4144183496733662
9,Burnout,~,Current_position_5.0,-1.3567688300933436,1.8574030625147762,-0.7304654856419025,0.4651057026066585
10,Burnout,~,Current_position_6.0,0.29169588224043175,0.7643747381789577,0.3816137133665417,0.702747910918109
11,Burnout,~,Salary_mod_Current_position_3.0,-0.013225593361839084,0.016175090267758784,-0.8176519043843313,0.41355598069635
12,Burnout,~,Salary_mod_Current_position_4.0,0.017484287337909514,0.027867902757309073,0.6273987493621641,0.5303978873365416
13,Burnout,~,Salary_mod_Current_position_5.0,0.018223150069211828,0.02218196539739443,0.821530001598995,0.41134444225360367
14,Burnout,~,Salary_mod_Current_position_6.0,0.02362304837213393,0.012406320437136853,1.9041139949534927,0.056895339432175396
15,Burnout,~,Effort_mod_Current_position_3.0,0.0017081089345788259,0.004578338707035036,0.3730848771806846,0.7090852737015987
16,Burnout,~,Effort_mod_Current_position_4.0,-0.003199166513824284,0.00865733213448002,-0.3695326070156486,0.7117307734421829
17,Burnout,~,Effort_mod_Current_position_5.0,-0.001212509121174654,0.008391687653547407,-0.1444893054995442,0.885114100812592
18,Burnout,~,Effort_mod_Current_position_6.0,-0.0031730155905469863,0.003954359816535117,-0.8024094257878717,0.4223161624606595
19,Burnout,~,Policy_influence_mod_Current_position_3.0,-0.07941889096611604,0.10774329057644662,-0.7371121722798061,0.4610541374878778
20,Burnout,~,Policy_influence_mod_Current_position_4.0,0.03765006542585083,0.1964574855466323,0.19164485039040338,0.8480204080895175
21,Burnout,~,Policy_influence_mod_Current_position_5.0,-0.017029739609295873,0.1748269259454672,-0.09740913487497033,0.9224014906480804
22,Burnout,~,Policy_influence_mod_Current_position_6.0,0.12978673125762488,0.09248728500108641,1.403292693203147,0.16052957618544728
23,Burnout,~,Teaching_percent_mod_Current_position_3.0,-0.0005154324876258925,0.00645479332595086,-0.07985267095598464,0.9363544326679187
24,Burnout,~,Teaching_percent_mod_Current_position_4.0,-0.022094979349126288,0.011303500240503805,-1.9547024264217465,0.050618203540332196
25,Burnout,~,Teaching_percent_mod_Current_position_5.0,0.017027096076041612,0.015068972256117802,1.1299440854699891,0.25849978599157497
26,Burnout,~,Teaching_percent_mod_Current_position_6.0,-0.0016876548440852928,0.005722940561573911,-0.29489295330480675,0.7680756551571919
27,Burnout,~,Research_percent_mod_Current_position_3.0,-0.004146202162488535,0.004728316522093992,-0.876887607299067,0.3805476880260943
28,Burnout,~,Research_percent_mod_Current_position_4.0,-0.005076983541924661,0.010646686878075467,-0.4768604167276434,0.6334615203141436
29,Burnout,~,Research_percent_mod_Current_position_5.0,-0.01663754729382836,0.01328857785161556,-1.2520186492758236,0.21056306851984496
30,Burnout,~,Research_percent_mod_Current_position_6.0,-0.01116818859192485,0.0059728507988663585,-1.8698254763327984,0.06150805732629405
31,Burnout,~,Academic_Resources_mod_Current_position_3.0,-0.16013366535148524,0.1441964831492885,-1.1105240700259398,0.26677326183898975
32,Burnout,~,Academic_Resources_mod_Current_position_4.0,-0.31417155407389713,0.2511746548680623,-1.250809140108803,0.21100411939111452
33,Burnout,~,Academic_Resources_mod_Current_position_5.0,0.1754337201910111,0.31892078190131407,0.5500855702929599,0.5822606833455781
34,Burnout,~,Academic_Resources_mod_Current_position_6.0,-0.08295867191509293,0.12688160216303931,-0.6538274304563046,0.5132229919374658
35,Burnout,~,Perceived_Autonomy_mod_Current_position_3.0,0.1852893744411418,0.11632152669614108,1.5929070027043908,0.11118105511801435
36,Burnout,~,Perceived_Autonomy_mod_Current_position_4.0,0.0750685728145323,0.19656259199628173,0.3819067099785214,0.7025305630257423
37,Burnout,~,Perceived_Autonomy_mod_Current_position_5.0,0.17877007283362428,0.2291649372841545,0.780093477437943,0.4353358554170652
38,Burnout,~,Perceived_Autonomy_mod_Current_position_6.0,-0.12739679092513415,0.10404030488669892,-1.2244945943079097,0.22076570430333842
39,Job_satisfaction,~,Burnout,-0.08049935452326588,0.03491098136266636,-2.305846223132692,0.021119226389833434
40,Job_satisfaction,~,Salary,0.0016137946350956779,0.00803531962597303,0.20083764056858153,0.8408255296206597
