,lval,op,rval,Estimate,Std. Err,z-value,p-value
0,Burnout,~,Salary,-0.15805091980465463,0.10371537249395359,-1.523890972019069,0.12753594906165278
1,Burnout,~,Effort,0.021927971120131125,0.015073214822841949,1.4547640550738197,0.14573459246906673
2,Burnout,~,Policy_influence,0.6104924082389356,0.49192302964587903,1.241032379958243,0.2145937874414321
3,Burnout,~,Teaching_percent,0.03704462704129288,0.0330374126289492,1.121293227657636,0.2621630673253632
4,Burnout,~,Research_percent,0.01694472466440513,0.025473401863225525,0.6651928452556647,0.5059271561172916
5,Burnout,~,Academic_Resources,-0.38920960424094964,0.6514653810687948,-0.5974371249041883,0.5502155736109411
6,Burnout,~,Perceived_Autonomy,-0.7521450885797716,0.5209437227981304,-1.4438125572151095,0.1487917087721018
7,Burnout,~,Salary_mod_Age,0.004335106982826957,0.0031965583863954325,1.3561795085367478,0.1750420601943532
8,Burnout,~,Effort_mod_Age,-0.0005685738783906298,0.0004695449931637947,-1.2109039292457884,0.22593222654376
9,Burnout,~,Policy_influence_mod_Age,-0.022016023788795348,0.01606766198467712,-1.370207053672193,0.1706222770624064
10,Burnout,~,Teaching_percent_mod_Age,-0.0012649826440284686,0.0010910823822826085,-1.1593832541065023,0.2462999995666464
11,Burnout,~,Research_percent_mod_Age,-0.0005496242295478279,0.0008504854937773701,-0.6462476231786903,0.5181190022233195
12,Burnout,~,Academic_Resources_mod_Age,0.01115373410750312,0.021230487016841687,0.5253640247691793,0.5993301572876519
13,Burnout,~,Perceived_Autonomy_mod_Age,0.013856105583182083,0.016823816176301368,0.8236006288440486,0.4101665185457606
14,Job_satisfaction,~,Burnout,-0.04917052408289911,0.0599135319285514,-0.8206914615001445,0.41182203559649944
15,Job_satisfaction,~,Salary,0.003322214535057629,0.007752188413182286,0.4285518304714813,0.6682494067916489
16,Job_satisfaction,~,Effort,-0.0038632297289667447,0.001856147748324382,-2.081315849114339,0.037405005406526026
17,Job_satisfaction,~,Policy_influence,0.0848128631851815,0.051032109086145055,1.661950969738497,0.09652260572235916
18,Job_satisfaction,~,Teaching_percent,0.0034632590749167206,0.0031973365403652,1.0831700167033331,0.27873296560225125
19,Job_satisfaction,~,Research_percent,0.004210792757191479,0.002216529495804536,1.8997233121697576,0.05746943937231164
20,Job_satisfaction,~,Academic_Resources,0.32948960063601007,0.06378774968361645,5.165405618870301,2.399180669687695e-07
21,Job_satisfaction,~,Perceived_Autonomy,0.39187775425176463,0.05474916780016398,7.157693349330384,8.204548151979907e-13
22,Burnout,~~,Burnout,0.39863127932162096,0.04798956662780486,8.306623862744987,0.0
23,Job_satisfaction,~~,Job_satisfaction,0.210553656778376,0.02534768159159304,8.30662386259037,0.0
