chain,draw,Indirect effect (Acad Resources),Indirect effect (Autonomy),Indirect effect (Effort),Indirect effect (Policy),Indirect effect (Research),Indirect effect (Salary),Indirect effect (Teaching),Moderation effect (Acad Resources),Moderation effect (Autonomy),Moderation effect (Effort),Moderation effect (Policy),Moderation effect (Research),Moderation effect (Salary),Moderation effect (Teaching),a1,a2,a3,a4,a5,a6,a7,dp1,dp2,dp3,dp4,dp5,dp6,dp7,im1,iy,med1,mod1,mod2,mod3,mod4,mod5,mod6,mod7,σm1,σy
0,0,0.0029572848107395004,-0.07858370708392336,-0.0004485660513992988,0.016979205777298854,0.004432311667917902,-0.0002771139190714397,0.0005707016583644518,-0.0011041894882819695,0.0038711772499310584,4.346483223458518e-05,-0.0018736891058279532,-0.00023159241763489423,-0.0001955198473048865,-0.00010674318168633078,-0.0026453304471696104,-0.004282013106051551,0.005447920040178406,0.0423108627880423,0.162083558133605,0.02823025121587147,-0.7501603445150996,0.003082019277182629,-0.0063741452167366,0.0072772093379691654,0.017290236096554223,0.14688521692226822,0.6022909522568292,0.0263237731994152,5.289301596223762,0.4290913010645202,0.10475588007083941,-0.0018664331507946806,0.00041491544155032454,-0.0010189707882187376,-0.0022107820341758736,-0.017886242801462813,-0.01054059674297309,0.03695427165819465,0.7423744536906317,0.507584071404268
0,1,-0.04029633982048191,-0.06300079964155243,1.3480047943508706e-05,0.010731019880257861,0.0040155187624204445,-0.00125043017398459,0.0004398177873090698,0.0013478190911647059,0.0016932680894798987,9.281607198283536e-05,-0.0006136935448182896,-0.000450827190039284,0.0001424284740550955,-0.00023943761656155927,-0.012189591755058734,0.0001314078024416061,0.004287483927892548,0.039144556343125414,0.10460940097033727,-0.39282156001526924,-0.6141518685730618,-0.027460443501560336,-0.007216807539666331,0.003304634372697355,0.016128798361362044,0.14337273004040246,0.8206858274467402,0.13254940673362844,5.785510194731164,0.15645142871546736,0.10258179265648139,0.0013884381464462203,0.000904800643264748,-0.002334114177194884,-0.004394807093584161,-0.005982480213358943,0.01313896995033209,0.016506516854800875,0.7708713968527258,0.48805702530208994
0,2,-0.08465948036625366,-0.10338403607013845,0.0018084051799920691,-0.033947628183821306,0.012305077331876624,-0.01265800686010156,0.0009248728383864788,-0.002089020067718992,0.008969988456783595,-5.242678356322563e-05,-0.0003801065332493108,-0.001060815178895948,0.0013822992135928856,-0.00035708751962940094,-0.05982167696869705,0.008546513815456727,0.004370944398005641,0.05815373378747355,-0.16043632062383795,-0.4001002798292955,-0.4885924362232748,0.01657581625425143,-0.009012640288690931,-0.0018419786261984392,0.016779767853969008,0.03562109665493591,0.49213264055725586,0.19329098037955136,5.777198074162679,0.7747877806160153,0.2115956539754833,0.006532739154241073,-0.00024776871631446693,-0.0016875938277578005,-0.005013407217800703,-0.0017963815707356266,-0.009872698368185946,0.0423921204819401,0.6764843724504828,0.5190790214403561
0,3,-0.2655211192918572,0.19771160811518748,0.006322473937749779,0.024948590677749446,0.014399403184760755,0.018786923143881435,0.004045945121389655,0.01687985995904896,-0.00878142897830067,-0.0004339528349655306,0.0015681513233366537,0.00014310919681272518,3.667898760257867e-05,0.000557929386125268,-0.05177614357471562,-0.017424530661102073,-0.011150491961676865,-0.03968428257115648,-0.06875749706458262,0.7317674900401004,-0.5448867028283864,0.06645623265813531,0.0016120354728792485,0.008785801693494999,0.0033637748828610915,0.277151941734429,0.6887988851079702,-0.12648728291631986,7.8173582317537305,0.39894222388182754,-0.3628490236390616,-0.00010108608598342137,0.0011959597703015965,-0.001537635076235618,-0.0003944042493967982,-0.004321773578469231,-0.04652034002946619,0.024201330046944983,0.6994571527167041,0.5628175629126098
0,4,-0.40760762297376435,0.2816382379909137,0.00616943634100556,0.11435143809710388,0.006712526962341493,0.03509730242749559,0.0023226117919941808,0.02772621233522273,-0.010630713495774533,-0.000637796769474224,0.001004887024904553,0.00044354873917173916,-0.0010791497111224692,0.0005840968359407711,-0.08823235799697954,-0.015509565642649886,-0.0058388964662621145,-0.016874860489041684,-0.2874721510149138,1.0246993137667562,-0.7080203924899191,0.07786842488056665,0.0014355556483789797,0.018014351825856895,-0.001361923520423037,0.23440981514124518,0.4651261234014026,-0.08274040316332548,7.566284565312924,0.9487992169438263,-0.39778266414116553,0.002712912875306953,0.001603380003629022,-0.0014683818290620282,-0.0011150529652401648,-0.0025262212647556145,-0.06970191221149653,0.026724929098473467,0.9645900719419093,0.4968719577593528
0,5,-0.16700436172751565,0.1350669644120562,0.0012770517747751854,0.03382283389449209,0.004127814821409698,0.0183934244271407,0.001966571864058314,0.01104722466010556,-0.0044438596223103505,-0.00021093040588587343,-0.002051009682011885,0.000343413835296236,-0.0011097026519181626,0.00035656019308840276,-0.1104454754973605,-0.00766820724756794,-0.01180851154095916,-0.02478594850684456,-0.2030931753324481,1.00279728846533,-0.8110254383334308,0.06215232700738756,0.0020962384597357693,0.02086275918325279,-0.003302019248607978,0.17851078135222026,0.44584845020159575,-0.007058519284729479,7.179413850272164,0.2837347617473933,-0.16653850548708332,0.006663339800441712,0.0012665563754697747,-0.0021410075228281513,-0.002062068674699804,0.012315528327897481,-0.06633435689719444,0.02668367660267622,0.8814985540530998,0.4785050870186993
0,6,-0.11835644478615127,0.08860520712806749,0.0005408609818090065,0.018423771590390187,0.002929396432369793,0.007651586493721292,0.0008610322655011676,0.00994442186836829,-0.004733726692524827,-0.0001320613201873846,0.0007556801640972301,7.199112640279505e-05,-0.0008278196751777523,9.44720454778315e-05,-0.06136411013941682,-0.004337591019205685,-0.006905297197798335,-0.023493141646567184,-0.14775476301337911,0.9491937285851636,-0.7105950764059443,0.056756500114237676,0.0036268751267351756,0.013359836501276688,0.007403931972427893,0.13214781405181913,0.6612108150250081,0.09475816416806737,5.420153311042082,-0.9686544019667913,-0.1246915579210257,0.006638939227161296,0.0010591039392660938,-0.0007576458827923704,-0.0005773536525094277,-0.006060395560827346,-0.0797521663388524,0.037963489842054644,0.710333024718199,0.5375185379647417
0,7,0.004003671578415706,0.015697016394739752,-0.00021631693881766928,-0.0033474089247084106,0.00015998517902385696,-0.0012090222027901353,0.0005863455867852362,1.840993785440184e-05,-0.000685908173207864,4.3308070732429255e-06,0.0003072109705566336,1.778135244659785e-05,5.9640556528227146e-05,7.973117555423696e-06,0.04712744728208652,0.00843199165972771,-0.022855635460238027,-0.0062361907605684806,0.13048134043090437,-0.15606232938579565,-0.6118666066859276,0.04393798150346646,-0.00014990685993969971,0.01674071853957699,0.000683457993177526,0.09335429353336148,0.4541433131220814,0.24989641353936906,5.527125852501239,-0.23168381815074812,-0.025654311288141704,-0.0023247771440192606,-0.00016881400652703438,-0.00031079055157131203,-0.0006931136153640186,-0.011975023110389907,-0.0007176157507261377,0.02673656546472616,0.5906574602585233,0.4601229906220052
0,8,-0.007837928174430032,0.018161315678332682,0.000962169607629709,2.9231224742664246e-05,-0.0013543985082790939,-0.003735247150494675,0.00011670535798832894,-0.00018419919545671336,-0.0013753510514871213,-5.3358492861381874e-05,-0.0009657999186367267,7.194083866751885e-05,0.0005080422807630755,4.091962789450446e-05,-0.06730075013357471,0.017336131650788067,0.002102767988506926,-0.02440321400818309,0.0005266809057718918,-0.14122183201782568,0.3272260493934305,0.020411102265548427,0.0035447431827035436,0.014389828532722899,0.008235905245470609,0.2754230143004324,0.4179449393693934,0.25200027151252313,3.4440875642153026,-1.3708359014640963,0.055500824925148205,0.009153778911363071,-0.0009613999960062646,0.0007372796341260002,0.0012962120610737343,-0.01740154168770038,-0.0033188550927871004,-0.024780731697988338,0.7274272669345966,0.41518024388193076
0,9,0.015274447009617742,-0.02397002148018508,-0.00012848626125886925,0.006891411954382481,-0.0008376921891895241,-0.0005206238543603709,-0.001100766921287889,-0.0012480768158281193,-0.00015071924097937445,3.816378902899984e-05,-0.0006106927373611017,1.917699665321567e-05,6.892429508700078e-05,-5.494842908180421e-06,-0.008074048129279194,-0.0019926176041814053,-0.017071144603076436,-0.012991273827333684,0.10687484127429082,0.23688238499039807,-0.3717369180646634,0.02104083821768244,0.0024017116958776515,0.00353136201598748,0.005762424028302608,0.1378332687003343,0.43025699401847717,0.15846887036340176,5.155529264917029,-0.02886443122602665,0.06448114329073851,0.0010689062192372827,0.0005918596830227317,-8.521627607321986e-05,0.0002974047244595007,-0.009470873284729989,-0.01935568682770831,-0.0023374157666497582,0.728591370161082,0.4340111007310645
